transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x fileName.x species.x introns_len.x introns_num.x swap.introns_len.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y fileName.y species.y introns_len.y introns_num.y swap.introns_len.y bin coverage strand gene cigar MD NM fileName species introns_len introns_num swap.introns_len
augustus_masked-167353990-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 152927 2049M MD:Z:282G19T37C41G262C143C14A20C82G18T38C101G38T88C497G113C34T28G21A34A2C73A42 NM:i:22 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_8.iteration.1 0.99 0 4460365 2049M MD:Z:42T73G2T34T21C28A34G113C497G88A140G38A18C74A7G20T6A7G143G262C41G37A19C282 NM:i:23 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 0 5156298 2049M MD:Z:5A113T2G31T21C28A34G67A45C58T260T124G141A140G38A101G35G268A120G16C41G57C282 NM:i:22 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167458657-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9163364 780M MD:Z:212C108G143G38T275 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_11.iteration.1 0.99 16 3287907 780M MD:Z:275A38C143C108G182C29 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 5156244 780M MD:Z:314C270A164C29 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167765273-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9299772 1458M MD:Z:686A771 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_11.iteration.1 0.99 16 3287853 1458M MD:Z:686A771 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 0 5155870 1458M MD:Z:700C757 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167793158-processed-gene-0.10-mRNA-1 myseq3000.fa.r112 0.99 16 9301926 300M MD:Z:56A243 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_10.iteration.2 0.99 16 3112826 300M MD:Z:153A146 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.2 0.99 0 6486568 300M MD:Z:146T92A60 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167794801-processed-gene-0.15-mRNA-1 myseq9000.fa.r112 0.99 0 9267662 354M MD:Z:216A137 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_14.iteration.1 0.99 16 3011852 354M MD:Z:137T216 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.5 0.99 16 5727898 354M MD:Z:30G112C31G8C78G90 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167795672-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 0 9190528 1239M MD:Z:367A57G30A103A227A177A106G165 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 16 3093019 1239M MD:Z:165C106T405T103T30C57T367 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 0 5155953 1239M MD:Z:47T224A64C134C66A47G378A29G242 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167797303-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 0 9206517 1686M MD:Z:1553T132 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_10.iteration.1 0.99 16 2915385 1686M MD:Z:1686 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 5156317 1686M MD:Z:1104C194C386 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167798865-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 16 9176036 645M MD:Z:148T196G15C153T129 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_12.iteration.1 0.99 0 3364345 645M MD:Z:129A153G15C196A148 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.2.extra 0.99 16 11710176 645M MD:Z:16A126T40A6C15C17C33G85G15C108G79T94 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167799936-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7641635 1836M MD:Z:1836 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 0 3093329 1836M MD:Z:1836 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 5155802 1836M MD:Z:504C105C65G81C93C74T479C13C57A35G54G4A149C5T17A15T70 NM:i:16 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167799996-processed-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 0 726807 1104M MD:Z:11T725C366 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_18.iteration.1 0.99 16 3751667 1104M MD:Z:366G725A11 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 0 5155723 1104M MD:Z:11T1092 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167806541-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 0 6791546 1875M MD:Z:935T443A164C330 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_13.iteration.1 0.99 0 3888736 1875M MD:Z:935T443A164C330 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.2 0.99 16 6486688 1875M MD:Z:33C184T54T56G8A155T31G216G137A158T55T111C8G20C25T12T248A129A19C71G56T33T34 NM:i:22 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167806957-processed-gene-0.4-mRNA-1 myseq12000.fa.r112 0.99 0 7622578 465M MD:Z:159T35G19G176T9G62 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_17.iteration.1 0.99 16 3052234 465M MD:Z:62C9A176C215 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 0 5084023 465M MD:Z:183G31G176T9G62 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167807106-processed-gene-0.10-mRNA-1 myseq0.fa.r112 0.99 16 7146393 669M MD:Z:57G3G29A3A43C17G47T23A46T4T136A250 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_8.iteration.1 0.99 16 4560211 669M MD:Z:113T304A250 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.3 0.99 0 5547179 669M MD:Z:91C7T67G82T24T80A6A192G48T9A32T20 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167807546-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9299392 489M MD:Z:89A161G112T34A24T21A6T3A31 NM:i:8 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_15.iteration.1 0.99 16 3575376 489M MD:Z:9T227C161T89 NM:i:3 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.2.extra 0.99 0 3749188 489M MD:Z:16T72A34A18T42G63AG112T34A46A42 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167808003-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 6050415 381M MD:Z:381 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_10.iteration.1 0.99 0 2914740 381M MD:Z:246C134 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.2 0.99 0 6486593 381M MD:Z:381 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167809299-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9218292 1992M MD:Z:951A120A442T2G39C136A296 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_16.iteration.1 0.99 16 3092505 1992M MD:Z:951A120A223A218T2G39C136A296 NM:i:7 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 5079573 1992M MD:Z:702T523C136G154G473 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167809606-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 16 6786117 2646M MD:Z:944T638G203A755G102 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_14.iteration.1 0.99 0 2939856 2646M MD:Z:102C755T203C208G429A944 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 5155741 2646M MD:Z:944T585G52G203A755G102 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167810256-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 16 6792029 549M MD:Z:130G418 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_14.iteration.1 0.99 16 3011515 549M MD:Z:130G418 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.3 0.99 0 5547184 549M MD:Z:93A3G42G68T208C130 NM:i:5 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167812046-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 0 7635770 675M MD:Z:497T165T11 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_19.iteration.1 0.99 16 831934 675M MD:Z:11A165A497 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 5082408 675M MD:Z:675 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167812132-processed-gene-0.6-mRNA-1 myseq0.fa.r112 0.99 0 7125204 2697M MD:Z:91A3T12T121C58A7A193T49T480G851T344G90C131A254 NM:i:13 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_9.iteration.1 0.99 16 3260847 2697M MD:Z:254T131G90C344A851C13A54T40G143T226A49A193T7T58G121A12A3T91 NM:i:17 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 0 5155715 2697M MD:Z:203G26C41A10C13A17G6G113T585G170T272T167T61T84A404T32G90C32A353 NM:i:18 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167813562-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 16 7094101 2124M MD:Z:410A486T1226 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_8.iteration.1 0.99 16 4559795 2124M MD:Z:410A486T1226 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.2 0.99 16 6390674 2124M MD:Z:81A353T101G32G78C93T84C68T173T53T104T53TG37C100C12C42A148C32C74T115C93A74A91T9 NM:i:24 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167814774-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7746797 1245M MD:Z:129T1T10T311T64A28G159C242C104C79G108 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_19.iteration.1 0.99 16 810758 1245M MD:Z:129T1T10T311T64A28G159C242C104C79G108 NM:i:10 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 0 5155958 1245M MD:Z:806G99A338 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167814796-processed-gene-0.9-mRNA-1 myseq12000.fa.r112 0.99 16 7719318 354M MD:Z:354 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_18.iteration.1 0.99 16 3751769 354M MD:Z:354 NM:i:0 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 934691 354M MD:Z:218T135 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167814839-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7633669 2530M MD:Z:74C44G75A163A116C872T66T139CA306G226A438 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_18.iteration.1 0.99 16 3751758 2530M MD:Z:74C44G75A163A116C872T66T139CA306G226A438 NM:i:11 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 5079557 2530M MD:Z:772G576T66T114G332G117C547 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167815241-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7731946 1557M MD:Z:651A437C467 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_19.iteration.1 0.99 0 811794 1557M MD:Z:905T651 NM:i:1 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 16 5156018 1557M MD:Z:651A437C467 NM:i:2 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167816065-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 0 7639046 2514M MD:Z:40G55C164G458A686TT18T65C6G44A8T21G4G128A299C503 NM:i:15 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_17.iteration.1 0.99 0 2991922 2514M MD:Z:40G55C164G191A145A110A113T2A87G491TT18T65C6G44A8T21G4G128A299C503 NM:i:20 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.2 0.99 16 6486540 2514M MD:Z:9A68A29C149C19T50A261T55A50T69G19T50A92C4C30T112T64A198T46A108T20C75C67C19T9G31A128C149A20C54T74G64C26T11T4T149G2A89T3 NM:i:38 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
augustus_masked-167819461-processed-gene-0.6-mRNA-1 myseq9000.fa.r112 0.99 0 9228085 2775M MD:Z:500C403C683G853G332 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsPG29_sam.txt PG29 NA 0 NA cdhit-output-4_15.iteration.1 0.99 16 3575779 2775M MD:Z:332C853C683A403G500 NM:i:4 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsWS77111extraAll_sam.txt WS77111extraAll NA 0 NA OverlapSucceeded_6.iteration.1 0.99 0 5156270 2775M MD:Z:278T164A56C1087G176T676G332 NM:i:6 /projects/btl/kgagalova/PHD_projects/SpruceUp/KollectorGeneReconstruction3species/PreliminaryResults1June/data/OverlapTranscriptsQ903_sam.txt Q903 NA 0 NA
