transcript bin.PG29 coverage.PG29 strand.PG29 gene.PG29 cigar.PG29 MD.PG29 NM.PG29 introns_len.PG29 introns_num.PG29 bin.WS coverage.WS strand.WS gene.WS cigar.WS MD.WS NM.WS introns_len.WS introns_num.WS swap.introns_len.PG29 swap.introns_len.WS
maker-168064159-augustus-gene-0.18-mRNA-1 myseq9000.fa.r112 0.99 16 9238856 488M114N199M150N143M194N134M235N142M131N163M937N683M MD:Z:1323G628 NM:i:1 114,150,194,235,131,937 6 cdhit-output-4_15.iteration.1 0.99 0 3543333 683M937N163M131N142M235N134M194N143M150N199M114N488M MD:Z:628C1323 NM:i:1 937,131,235,194,150,114 6 937,131,235,194,150,114 937,131,235,194,150,114
maker-168072135-snap-gene-0.32-mRNA-1 myseq12000.fa.r112 0.99 0 7728348 63M32N1074M MD:Z:433C76G6T19T24T28G318A55A13A20A12C65C56 NM:i:12 32 1 cdhit-output-4_17.iteration.1 0.99 0 3051927 63M32N1074M MD:Z:433C76G6T19T24T28G318A55A13A20A12C65C56 NM:i:12 32 1 32 32
maker-168078527-augustus-gene-0.70-mRNA-1 myseq3000.fa.r112 0.99 0 9286568 84M107N76M82N444M MD:Z:516A6C32G47 NM:i:3 107,82 2 cdhit-output-4_10.iteration.1 0.99 0 2914833 84M107N76M82N444M MD:Z:516A6C32G47 NM:i:3 107,82 2 107,82 107,82
maker-168087200-augustus-gene-0.8-mRNA-2 myseq0.fa.r112 0.99 16 4508037 417M216N72M115N287M MD:Z:212A330T41C136C53 NM:i:4 216,115 2 cdhit-output-4_11.iteration.1 0.99 16 3225414 417M216N72M115N287M MD:Z:212A330T41C136C53 NM:i:4 216,115 2 115,216 115,216
maker-168089639-snap-gene-0.17-mRNA-1 myseq3000.fa.r112 0.99 16 9283351 101M15N196M MD:Z:289A7 NM:i:1 15 1 cdhit-output-4_11.iteration.2 0.99 16 3064675 101M15N196M MD:Z:289A7 NM:i:1 15 1 15 15
maker-168090066-augustus-gene-0.22-mRNA-1 myseq6000.fa.r112 0.99 16 6852069 326M134N526M163N938M MD:Z:133G985G132A537 NM:i:3 134,163 2 cdhit-output-4_16.iteration.1 0.99 16 3023343 852M163N938M MD:Z:133G985G132A537 NM:i:3 163 1 163,134 163
maker-168091603-augustus-gene-0.33-mRNA-1 myseq6000.fa.r112 0.99 16 6769756 712M340N120M MD:Z:21A113A41C12G82C148G17C103A200G86 NM:i:9 340 1 cdhit-output-4_13.iteration.2 0.99 16 4336691 712M340N120M MD:Z:21A113A41C12G82C148G17C103A200G86 NM:i:9 340 1 340 340
maker-168091740-augustus-gene-0.10-mRNA-1 myseq9000.fa.r112 0.99 16 9279760 1677M719N843M MD:Z:187T64A71T1609A69G24A131A6G28T70A39T211 NM:i:11 719 1 cdhit-output-4_15.iteration.1 0.99 16 3575516 1677M723N843M MD:Z:180GC5T64A71T1004C604A69G24A61C216T211 NM:i:11 723 1 719 723
maker-168093841-augustus-gene-0.20-mRNA-1 myseq0.fa.r112 0.99 16 7164869 121M113N83M195N102M681N99M156N172M100N340M MD:Z:881G35 NM:i:1 113,195,681,156,100 5 cdhit-output-4_9.iteration.1 0.99 16 3261097 121M113N83M195N102M681N99M156N172M100N340M MD:Z:881G35 NM:i:1 113,195,681,156,100 5 100,156,681,195,113 100,156,681,195,113
maker-168094572-snap-gene-0.21-mRNA-1 myseq3000.fa.r112 0.99 0 9136388 104M324N132M168N403M206N96M196N80M218N76M162N186M300N105M115N96M97N93M133N33M MD:Z:103C1300 NM:i:1 324,168,206,196,218,162,300,115,97,133 10 cdhit-output-4_11.iteration.1 0.99 16 3288276 33M133N93M97N96M115N105M300N186M162N76M218N80M196N96M206N403M168N132M324N104M MD:Z:271A1132 NM:i:1 133,97,115,300,162,218,196,206,168,324 10 324,168,206,196,218,162,300,115,97,133 324,168,206,196,218,162,300,115,97,133
maker-168095259-augustus-gene-0.8-mRNA-2 myseq9000.fa.r112 0.99 16 9140665 3323M136N309M122N378M696N112M120N106M153N295M471N72M160N75M224N61M62N38M172N506M87N241M94N42M96N137M95N58M104N320M247N357M127N121M MD:Z:239G52G24T615AA44C78G23A101C40C159A143A24C74G363C93T61T313C33C6A76T590G58T29T70T19G938A114G70T226G412A28C87A18C27G27A58T15T1103A1C12C47 NM:i:41 136,122,696,120,153,471,160,224,62,172,87,94,96,95,104,247,127 17 cdhit-output-4_14.iteration.1 0.99 0 3011250 121M127N357M247N320M104N58M95N137M96N42M94N241M87N506M172N38M62N61M224N75M160N72M464N295M153N106M120N112M696N378M122N309M136N3323M MD:Z:47G12G1T1103A15A58T27C27G18T87G28T412C297C114T958A70A29A58C590A53A22T40G313A61A93G363C99T143T159G40G101T23C78G44TT615A24C52C239 NM:i:38 127,247,104,95,96,94,87,172,62,224,160,464,153,120,696,122,136 17 127,247,104,95,96,94,87,172,62,224,160,471,153,120,696,122,136 127,247,104,95,96,94,87,172,62,224,160,464,153,120,696,122,136
maker-168095499-augustus-gene-0.10-mRNA-1 myseq0.fa.r112 0.99 0 7168580 378M1068N142M146N62M170N112M111N94M125N70M100N139M105N411M MD:Z:490C328A20A427G139 NM:i:4 1068,146,170,111,125,100,105 7 cdhit-output-4_9.iteration.1 0.99 16 3261203 411M105N139M100N70M125N94M111N112M170N62M146N142M1164N378M MD:Z:139C427T20T328G490 NM:i:4 105,100,125,111,170,146,1164 7 1068,146,170,111,125,100,105 1164,146,170,111,125,100,105
maker-168097290-augustus-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 16 7708909 651M193N80M102N365M90N467M MD:Z:1143C419 NM:i:1 193,102,90 3 cdhit-output-4_10.iteration.1 0.99 0 2915089 467M90N365M102N80M193N651M MD:Z:438C1124 NM:i:1 90,102,193 3 90,102,193 90,102,193
maker-168097740-augustus-gene-0.20-mRNA-1 myseq3000.fa.r112 0.99 0 9168620 346M293N2037M MD:Z:56G131C118T345G184G10G80A267A453T101C2T554T70 NM:i:12 293 1 cdhit-output-4_12.iteration.1 0.99 0 3365049 346M293N2037M MD:Z:56G131C118T345G184G10G80A721T101C2T554T70 NM:i:11 293 1 293 293
maker-168099434-augustus-gene-0.17-mRNA-1 myseq0.fa.r112 0.99 16 7070209 1351M158N130M231N97M MD:Z:104A840G1T183C446 NM:i:4 158,231 2 cdhit-output-4_8.iteration.1 0.99 16 4459443 1351M158N130M231N97M MD:Z:104A612G227G1T183C446 NM:i:5 158,231 2 231,158 231,158
maker-168100717-augustus-gene-0.8-mRNA-1 myseq0.fa.r112 0.99 16 7024862 474M220N47M119N88M85N79M92N154M115N80M129N232M118N527M MD:Z:131A94G799G72G208A30G341 NM:i:6 220,119,85,92,115,129,118 7 cdhit-output-4_8.iteration.1 0.99 0 4463059 527M118N232M129N80M115N154M92N79M85N88M119N47M220N474M MD:Z:341C30T208C72C799C94T131 NM:i:6 118,129,115,92,85,119,220 7 118,129,115,92,85,119,220 118,129,115,92,85,119,220
maker-168101147-augustus-gene-0.10-mRNA-1 myseq9000.fa.r112 0.99 0 9298545 608M111N51M431N837M87N29M137N5M134N64M748N94M79N174M168N261M MD:Z:194A1070T857 NM:i:2 111,431,87,137,134,748,79,168 8 cdhit-output-4_14.iteration.1 0.99 16 3012276 261M168N174M79N94M748N64M96N5M137N29M87N837M431N51M111N608M MD:Z:857A764C305T194 NM:i:3 168,79,748,96,137,87,431,111 8 111,431,87,137,134,748,79,168 111,431,87,137,96,748,79,168
maker-168101576-snap-gene-0.21-mRNA-1 myseq3000.fa.r112 0.99 0 9282597 193M117N154M148N64M481N108M119N126M86N227M623N689M MD:Z:1357A11C191 NM:i:2 117,148,481,119,86,623 6 cdhit-output-4_11.iteration.1 0.99 0 3288186 193M117N154M148N64M481N108M119N126M86N227M623N689M MD:Z:1357A11C191 NM:i:2 117,148,481,119,86,623 6 117,148,481,119,86,623 117,148,481,119,86,623
maker-168102052-snap-gene-0.37-mRNA-2 myseq9000.fa.r112 0.99 16 9216906 1444M270N123M MD:Z:155C141T115A31T548G98G445A27 NM:i:7 270 1 cdhit-output-4_15.iteration.1 0.99 16 3498799 1444M270N123M MD:Z:155C141T115A31T374T173G98G445A27 NM:i:8 270 1 270 270
maker-168102215-augustus-gene-0.17-mRNA-1 myseq3000.fa.r112 0.99 16 9245218 563M196N126M93N120M MD:Z:120A369G318 NM:i:2 196,93 2 cdhit-output-4_11.iteration.1 0.99 16 3287693 563M196N126M93N120M MD:Z:120A688 NM:i:1 196,93 2 93,196 93,196
maker-168102572-augustus-gene-0.17-mRNA-1 myseq6000.fa.r112 0.99 16 6743676 219M956N175M593N283M639N220M MD:Z:897 NM:i:0 956,593,639 3 cdhit-output-4_14.iteration.1 0.99 0 2939128 220M639N283M593N175M958N219M MD:Z:897 NM:i:0 639,593,958 3 639,593,956 639,593,958
maker-168103209-augustus-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 0 9299357 1499M338N276M762N352M MD:Z:497C88T25C16A29G13A9T61A18T11A83G15T6G52A10T21A40T153G202G241T267A87A161 NM:i:22 338,762 2 cdhit-output-4_11.iteration.2 0.99 0 3093154 1499M334N276M762N352M MD:Z:265T32G37C160C175A9T78T1T95G15T6G52A10T21A40T153G202G23A4C48G163T267A87A161 NM:i:23 334,762 2 338,762 334,762
maker-168103641-snap-gene-0.7-mRNA-2 myseq9000.fa.r112 0.99 16 9299331 77M202N550M121N187M361N537M MD:Z:1351 NM:i:0 202,121,361 3 cdhit-output-4_10.iteration.1 0.99 0 2849321 537M361N187M121N550M202N77M MD:Z:1351 NM:i:0 361,121,202 3 361,121,202 361,121,202
maker-168104996-snap-gene-0.30-mRNA-1 myseq12000.fa.r112 0.99 0 7728439 733M265N15M MD:Z:234A87T165A172T10G24A50 NM:i:6 265 1 cdhit-output-4_16.iteration.1 0.99 16 3092648 15M265N733M MD:Z:50T24C183T165A87T234 NM:i:5 265 1 265 265
maker-168106305-augustus-gene-0.18-mRNA-1 myseq6000.fa.r112 0.99 0 6852056 1035M2998N297M MD:Z:188C2T122C416C41T113G57T136T68G151C3T24 NM:i:11 2998 1 cdhit-output-4_13.iteration.2 0.99 16 4336933 297M2235N1035M MD:Z:24A3G151C68A136A57C113A41G226T189G122A2G188 NM:i:12 2235 1 2998 2235
maker-168106831-snap-gene-0.24-mRNA-1 myseq6000.fa.r112 0.99 0 6784421 261M175N120M147N143M217N252M106N455M122N176M243N84M MD:Z:605T239C17C627 NM:i:3 175,147,217,106,122,243 6 cdhit-output-4_13.iteration.1 0.99 16 3872950 84M243N176M122N455M106N252M217N143M147N120M175N261M MD:Z:627G17G239A605 NM:i:3 243,122,106,217,147,175 6 175,147,217,106,122,243 175,147,217,106,122,243
maker-168109807-augustus-gene-0.23-mRNA-2 myseq6000.fa.r112 0.99 0 6840043 1171M529N1245M127N183M117N284M125N117M209N263M243N175M247N273M160N1202M MD:Z:568G94G1558A302T371G77C633G67A321G130C95C244A4T73T46C30T21T234A27 NM:i:18 529,127,117,125,209,243,247,160 8 cdhit-output-4_13.iteration.1 0.99 16 3872984 1202M160N273M247N175M243N263M209N117M125N284M117N183M127N1245M529N1171M MD:Z:16T245A21A30G46A78T244G95G130C321T67C84T548G77C371A278C1582C94C551A16 NM:i:19 160,247,243,209,125,117,127,529 8 529,127,117,125,209,243,247,160 529,127,117,125,209,243,247,160
maker-168111188-snap-gene-0.6-mRNA-1 myseq0.fa.r112 0.99 16 7019969 550M107N82M1028N13M MD:Z:645 NM:i:0 107,1028 2 cdhit-output-4_8.iteration.1 0.99 16 4559772 550M107N82M1028N13M MD:Z:645 NM:i:0 107,1028 2 1028,107 1028,107
maker-168111276-augustus-gene-0.18-mRNA-1 myseq12000.fa.r112 0.99 16 7751191 1473M90N436M MD:Z:148G71C93C303A10G46C54T54A129G5C35A173G776 NM:i:12 90 1 cdhit-output-4_19.iteration.1 0.99 16 831995 1473M90N436M MD:Z:148G71C93C303A10G46C54T54A129G5C35A173G776 NM:i:12 90 1 90 90
maker-168111806-augustus-gene-0.20-mRNA-1 myseq0.fa.r112 0.99 0 7112371 973M751N130M98N1244M MD:Z:343G33A374T254A44G179C611C115C216T169 NM:i:9 751,98 2 cdhit-output-4_8.iteration.1 0.99 0 4560052 973M760N130M98N1244M MD:Z:343G33A374T254A44G791C115C218T8C13G144 NM:i:10 760,98 2 751,98 760,98
maker-168112140-snap-gene-0.20-mRNA-1 myseq9000.fa.r112 0.99 0 9172658 76M446N1052M MD:Z:371G756 NM:i:1 446 1 cdhit-output-4_15.iteration.1 0.99 0 3508724 76M446N1052M MD:Z:371G756 NM:i:1 446 1 446 446
maker-168112373-augustus-gene-0.5-mRNA-1 myseq9000.fa.r112 0.99 0 9247783 316M486N230M94N248M948N382M248N426M MD:Z:42C1197C251T12C92T3 NM:i:5 486,94,948,248 4 cdhit-output-4_10.iteration.1 0.99 0 2915486 316M486N230M94N248M948N382M248N426M MD:Z:42C1197C251T12C92T3 NM:i:5 486,94,948,248 4 486,94,948,248 486,94,948,248
maker-168113162-augustus-gene-0.44-mRNA-1 myseq9000.fa.r112 0.99 0 9301325 18M124N2226M MD:Z:521A158G14T127G55A19T81A5T31C23G457G57C461G222 NM:i:13 124 1 cdhit-output-4_15.iteration.1 0.99 16 3575703 2226M124N18M MD:Z:69A152C461G57C457C23G31A5T81A19T55C127A14C158T521 NM:i:14 124 1 124 124
maker-168114738-augustus-gene-0.4-mRNA-1 myseq3000.fa.r112 0.99 16 9172488 2137M171N478M MD:Z:221A13G498G34T39A265T1232G93A23C181T6 NM:i:10 171 1 cdhit-output-4_12.iteration.1 0.99 0 3364305 478M171N2137M MD:Z:6A181G23T93C1232A265T39A34C498C13T221 NM:i:10 171 1 171 171
maker-168114929-augustus-gene-0.38-mRNA-1 myseq12000.fa.r112 0.99 0 7633540 98M159N326M170N90M114N550M MD:Z:560T394C108 NM:i:2 159,170,114 3 cdhit-output-4_18.iteration.1 0.99 0 3750997 98M159N326M170N90M114N550M MD:Z:560T394C108 NM:i:2 159,170,114 3 159,170,114 159,170,114
maker-168115588-augustus-gene-0.14-mRNA-1 myseq12000.fa.r112 0.99 0 7710497 83M518N482M260N574M515N840M MD:Z:24A1G37A28G15A156A81G76G5T680C182G180A25A87G73T97C57C4A102C10G39 NM:i:20 518,260,515 3 cdhit-output-4_17.iteration.1 0.99 0 3052614 83M509N482M260N574M515N86M266N754M MD:Z:24A68G66G951C363A25A87G73T97C57C4A102C10G39 NM:i:13 509,260,515,266 4 518,260,515 509,260,515,266
maker-168117231-augustus-gene-0.84-mRNA-1 myseq0.fa.r112 0.99 0 7020930 88M463N449M876N999M MD:Z:978T505C51 NM:i:2 463,876 2 cdhit-output-4_10.iteration.1 0.99 16 2914764 999M876N449M463N88M MD:Z:51G505A978 NM:i:2 876,463 2 463,876 463,876
maker-168119209-snap-gene-0.15-mRNA-1 myseq6000.fa.r112 0.99 16 6846497 23M370N279M200N2038M MD:Z:36A671A55C137T358G12GG374A3G85C17G137A198A13G73C88A6C60 NM:i:17 370,200 2 cdhit-output-4_12.iteration.1 0.99 16 3364216 23M360N279M200N2038M MD:Z:708A55C137T371GG378G309A130A13G73C88A6C60 NM:i:12 360,200 2 200,370 200,360
maker-168122465-augustus-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 16 9217700 204M134N89M149N34M MD:Z:327 NM:i:0 134,149 2 cdhit-output-4_12.iteration.1 0.99 0 3364609 34M149N89M134N204M MD:Z:327 NM:i:0 149,134 2 149,134 149,134
maker-168122889-augustus-gene-0.18-mRNA-1 myseq9000.fa.r112 0.99 0 9300849 74M128N1059M289N1038M MD:Z:367A311T1491 NM:i:2 128,289 2 cdhit-output-4_15.iteration.1 0.99 16 3575425 1038M289N1059M128N74M MD:Z:836A654A679 NM:i:2 289,128 2 128,289 128,289
maker-168126605-augustus-gene-0.26-mRNA-1 myseq3000.fa.r112 0.99 16 9301082 252M184N81M427N126M86N1423M MD:Z:157G426G257T288A384G6C11C309C36 NM:i:8 184,427,86 3 cdhit-output-4_10.iteration.1 0.99 16 2856869 252M184N81M427N126M86N1423M MD:Z:157G426G546A713C36 NM:i:4 184,427,86 3 86,427,184 86,427,184
maker-168129835-snap-gene-0.14-mRNA-1 myseq12000.fa.r112 0.99 16 7753669 20M424N465M1519N799M MD:Z:184C211T197C327T24A18G66G7G110A60G70 NM:i:10 424,1519 2 cdhit-output-4_18.iteration.1 0.99 0 3751719 799M2625N465M424N20M MD:Z:70C60T110C7C66C18T24A327G197A211G184 NM:i:10 2625,424 2 1519,424 2625,424
maker-168130749-snap-gene-0.30-mRNA-1 myseq3000.fa.r112 0.99 16 9190956 944M201N201M167N257M MD:Z:42G926C432 NM:i:2 201,167 2 cdhit-output-4_12.iteration.1 0.99 0 3364257 257M167N201M201N944M MD:Z:432G926C42 NM:i:2 167,201 2 167,201 167,201
maker-168132501-augustus-gene-0.91-mRNA-2 myseq3000.fa.r112 0.99 16 9303229 460M1970N153M100N173M MD:Z:90A590T94T9 NM:i:3 1970,100 2 cdhit-output-4_18.iteration.2 0.99 0 4286421 173M100N153M1928N460M MD:Z:9A94A590T90 NM:i:3 100,1928 2 100,1970 100,1928
maker-168132885-snap-gene-0.18-mRNA-1 myseq3000.fa.r112 0.99 16 9206625 534M159N122M622N124M MD:Z:344A435 NM:i:1 159,622 2 cdhit-output-4_9.iteration.1 0.99 16 3260242 534M159N122M622N124M MD:Z:175A168A435 NM:i:2 159,622 2 622,159 622,159
maker-168134989-augustus-gene-0.42-mRNA-1 myseq12000.fa.r112 0.99 16 7741152 297M101N249M90N142M84N216M1104N188M118N126M MD:Z:28T205T64G18G28G18A18T161G116C199A32T320 NM:i:11 101,90,84,1104,118 5 cdhit-output-4_19.iteration.2 0.99 0 718962 126M118N188M1114N216M84N142M90N249M101N297M MD:Z:320A32T199G116C161A18T18C28C18C64A205A28 NM:i:11 118,1114,84,90,101 5 118,1104,84,90,101 118,1114,84,90,101
maker-168135841-augustus-gene-0.7-mRNA-1 myseq9000.fa.r112 0.99 16 9162352 153M101N1245M MD:Z:227G74T12T585C112G104A271G6 NM:i:7 101 1 cdhit-output-4_16.iteration.1 0.99 0 3093491 1245M101N153M MD:Z:6C271T104C112G585A12A74C227 NM:i:7 101 1 101 101
maker-168140430-augustus-gene-0.17-mRNA-1 myseq6000.fa.r112 0.99 16 6785295 112M126N2846M MD:Z:1155G523C1278 NM:i:2 126 1 cdhit-output-4_12.iteration.1 0.99 0 3364975 2846M126N112M MD:Z:1278G523C1155 NM:i:2 126 1 126 126
maker-168142165-snap-gene-0.31-mRNA-1 myseq12000.fa.r112 0.99 0 7689849 280M771N47M71N87M436N366M107N1652M MD:Z:365A387T1351G326 NM:i:3 771,71,436,107 4 cdhit-output-4_17.iteration.1 0.99 0 2998767 280M771N47M71N87M443N366M107N1652M MD:Z:365A1739G326 NM:i:2 771,71,443,107 4 771,71,436,107 771,71,443,107
maker-168142284-snap-gene-0.27-mRNA-1 myseq12000.fa.r112 0.99 0 7751647 330M104N424M39N299M MD:Z:479G529C35A7 NM:i:3 104,39 2 cdhit-output-4_18.iteration.1 0.99 16 3751691 299M39N424M104N330M MD:Z:7T35G529C479 NM:i:3 39,104 2 104,39 104,39
maker-168145983-snap-gene-0.35-mRNA-1 myseq6000.fa.r112 0.99 0 6851847 570M84N119M157N191M591N260M132N107M82N190M89N296M105N141M383N258M131N588M MD:Z:1090A1629 NM:i:1 84,157,591,132,82,89,105,383,131 9 cdhit-output-4_15.iteration.1 0.99 16 3576145 588M131N258M383N141M105N296M89N190M82N107M132N260M1059N191M157N119M84N570M MD:Z:1629T1090 NM:i:1 131,383,105,89,82,132,1059,157,84 9 84,157,591,132,82,89,105,383,131 84,157,1059,132,82,89,105,383,131
maker-168147723-augustus-gene-0.13-mRNA-1 myseq6000.fa.r112 0.99 16 4254650 2556M178N31M507N336M MD:Z:940C334A745A127A773 NM:i:4 178,507 2 cdhit-output-4_14.iteration.1 0.99 16 3012274 1035M232N1521M178N31M507N336M MD:Z:1275A873A773 NM:i:2 232,178,507 3 507,178 507,178,232
maker-168151391-augustus-gene-0.5-mRNA-1 myseq6000.fa.r112 0.99 16 6848812 436M1630N204M133N92M MD:Z:21T40C118C119T103A310C15 NM:i:6 1630,133 2 cdhit-output-4_9.iteration.5 0.99 16 3180098 436M1150N204M133N92M MD:Z:21T40C118C119T103A310C15 NM:i:6 1150,133 2 133,1630 133,1150
maker-168152388-augustus-gene-0.6-mRNA-1 myseq12000.fa.r112 0.99 0 7688313 141M120N269M312N448M MD:Z:720A106A30 NM:i:2 120,312 2 cdhit-output-4_8.iteration.1 0.99 0 4560057 141M120N269M312N448M MD:Z:720A106A30 NM:i:2 120,312 2 120,312 120,312
maker-168153502-augustus-gene-0.13-mRNA-1 myseq9000.fa.r112 0.99 0 9167231 341M130N191M347N747M MD:Z:1279 NM:i:0 130,347 2 cdhit-output-4_14.iteration.1 0.99 0 3011575 341M130N191M347N747M MD:Z:1279 NM:i:0 130,347 2 130,347 130,347
maker-168155809-augustus-gene-0.19-mRNA-1 myseq0.fa.r112 0.99 0 7086089 150M134N100M232N82M75N358M MD:Z:90T116G482 NM:i:2 134,232,75 3 cdhit-output-4_9.iteration.1 0.99 16 3260582 358M75N82M232N100M134N150M MD:Z:482C116A90 NM:i:2 75,232,134 3 134,232,75 134,232,75
maker-168156423-augustus-gene-0.30-mRNA-1 myseq0.fa.r112 0.99 16 7026715 786M145N238M MD:Z:90A933 NM:i:1 145 1 cdhit-output-4_10.iteration.1 0.99 0 2845434 238M145N786M MD:Z:933T90 NM:i:1 145 1 145 145
maker-168156654-snap-gene-0.5-mRNA-1 myseq9000.fa.r112 0.99 16 9304018 74M609N414M65N141M575N663M MD:Z:8G155A212C207T156C198C350 NM:i:6 609,65,575 3 cdhit-output-4_16.iteration.1 0.99 16 3093594 74M609N414M65N141M575N663M MD:Z:8G368N207T156C105A92C350 NM:i:6 609,65,575 3 575,65,609 575,65,609
maker-168156708-snap-gene-0.8-mRNA-1 myseq3000.fa.r112 0.99 0 9298720 36M130N711M250N384M MD:Z:57G158T28G78A74G6T79A15A1G90T21G106C222C47G12A6A30G84 NM:i:17 130,250 2 cdhit-output-4_12.iteration.2 0.99 16 2750281 384M250N711M130N36M MD:Z:47G36C2A95G222G106C21A90C1T15T79A6C74T78C28A158C57 NM:i:16 250,130 2 130,250 130,250
maker-168157742-snap-gene-0.13-mRNA-1 myseq0.fa.r112 0.99 0 7143262 448M740N130M110N1082M MD:Z:512A304C84A6G13A4C104A36T49A59T50C147AC279 NM:i:13 740,110 2 cdhit-output-4_10.iteration.1 0.99 16 2915205 1082M110N130M740N448M MD:Z:227T51G148G50A59T49A36T104G4T13C6T84G304T512 NM:i:13 110,740 2 740,110 740,110
maker-168167480-snap-gene-0.64-mRNA-1 myseq12000.fa.r112 0.99 0 7684519 289M123N45M409N460M MD:Z:794 NM:i:0 123,409 2 cdhit-output-4_19.iteration.1 0.99 0 832018 289M123N45M409N460M MD:Z:794 NM:i:0 123,409 2 123,409 123,409
maker-168171679-augustus-gene-0.9-mRNA-1 myseq3000.fa.r112 0.99 16 9210112 726M1046N447M MD:Z:239G174C604A22C130 NM:i:4 1046 1 cdhit-output-4_11.iteration.1 0.99 16 3245956 726M1046N447M MD:Z:239G174C604A22C130 NM:i:4 1046 1 1046 1046
maker-168173517-augustus-gene-0.14-mRNA-1 myseq6000.fa.r112 0.99 16 6789337 644M285N203M148N294M232N124M108N1400M MD:Z:297A59C114A530G157A240A84A12C282G169A102C211T25C60C21G81A56C5T17T17C106 NM:i:20 285,148,232,108 4 cdhit-output-4_13.iteration.1 0.99 0 3958094 1400M108N124M232N294M148N203M285N644M MD:Z:106G17A17A5G56T81C21G60G25A211G102T169C282G12T84T240T157C530T114G59T297 NM:i:20 108,232,148,285 4 108,232,148,285 108,232,148,285
maker-168182806-snap-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 0 7685582 1964M2119N1103M308N16M472N111M MD:Z:3148G45 NM:i:1 2119,308,472 3 cdhit-output-4_16.iteration.1 0.99 16 3020822 111M472N16M308N1103M2119N1964M MD:Z:45C3148 NM:i:1 472,308,2119 3 2119,308,472 2119,308,472
maker-168182824-snap-gene-0.20-mRNA-1 myseq3000.fa.r112 0.99 16 9300951 653M157N68M83N111M MD:Z:107T217T15A59T30T130C215C52 NM:i:7 157,83 2 cdhit-output-4_11.iteration.1 0.99 16 3216581 653M157N68M83N111M MD:Z:563C215C52 NM:i:2 157,83 2 83,157 83,157
maker-168182894-snap-gene-0.20-mRNA-3 myseq0.fa.r112 0.99 16 7168902 535M231N100M4116N486M492N188M MD:Z:1078A107T78A43 NM:i:3 231,4116,492 3 cdhit-output-4_8.iteration.1 0.99 16 4560441 535M231N100M3474N486M492N188M MD:Z:1159G92A12A43 NM:i:3 231,3474,492 3 492,4116,231 492,3474,231
maker-168182950-augustus-gene-0.51-mRNA-1 myseq3000.fa.r112 0.99 0 9226302 291M259N132M177N131M257N205M92N261M173N93M MD:Z:592A26T54T438 NM:i:3 259,177,257,92,173 5 cdhit-output-4_12.iteration.1 0.99 16 3364272 93M173N261M92N205M257N131M177N132M259N291M MD:Z:438A54A26T592 NM:i:3 173,92,257,177,259 5 259,177,257,92,173 259,177,257,92,173
maker-168183081-augustus-gene-0.97-mRNA-1 myseq6000.fa.r112 0.99 0 6800783 65M96N112M1194N103M135N170M83N911M MD:Z:528G382G234C11C202 NM:i:4 96,1194,135,83 4 cdhit-output-4_13.iteration.2 0.99 16 4336540 911M83N170M135N103M1190N112M96N65M MD:Z:202G11G234C911 NM:i:3 83,135,1190,96 4 96,1194,135,83 96,1190,135,83
maker-168183134-snap-gene-0.30-mRNA-1 myseq6000.fa.r112 0.99 16 6733968 459M119N207M579N438M MD:Z:3C218T2C21A4G78T517C254 NM:i:7 119,579 2 cdhit-output-4_14.iteration.1 0.99 0 3012315 438M377N207M126N459M MD:Z:518C581G3 NM:i:2 377,126 2 579,119 377,126
maker-168183161-augustus-gene-0.24-mRNA-1 myseq3000.fa.r112 0.99 16 9297434 369M177N33M64N3534M MD:Z:558G648G295C472T274G879CC320A134C104C242 NM:i:10 177,64 2 cdhit-output-4_11.iteration.1 0.99 16 3287599 369M177N33M64N3534M MD:Z:558G648G295C472T274G879CC320A134C104C242 NM:i:10 177,64 2 64,177 64,177
maker-168183214-augustus-gene-0.15-mRNA-1 myseq12000.fa.r112 0.99 0 7678380 134M107N212M1132N806M MD:Z:511G56T372G53T99A49C6 NM:i:6 107,1132 2 cdhit-output-4_17.iteration.1 0.99 16 3052488 806M975N212M107N134M MD:Z:6G49T99A53C372A56C511 NM:i:6 975,107 2 107,1132 107,975
maker-168183258-augustus-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 0 7749366 1309M225N931M MD:Z:444A41T9A18A14T285A425G937A59 NM:i:8 225 1 cdhit-output-4_17.iteration.1 0.99 16 2992708 931M225N1309M MD:Z:59T937C248G462A14T18T9A41T224A191G27 NM:i:10 225 1 225 225
maker-168183346-augustus-gene-0.19-mRNA-1 myseq6000.fa.r112 0.99 0 6813837 335M122N781M MD:Z:1097T18 NM:i:1 122 1 cdhit-output-4_16.iteration.1 0.99 16 3092701 781M122N335M MD:Z:18A1097 NM:i:1 122 1 122 122
maker-168183357-augustus-gene-0.10-mRNA-1 myseq0.fa.r112 0.99 16 7165758 103M121N37M102N331M81N336M658N725M332N56M596N124M190N40M MD:Z:1068T683 NM:i:1 121,102,81,658,332,596,190 7 cdhit-output-4_10.iteration.1 0.99 16 2914885 103M121N37M102N331M81N336M658N725M332N56M596N124M190N40M MD:Z:1068T683 NM:i:1 121,102,81,658,332,596,190 7 190,596,332,658,81,102,121 190,596,332,658,81,102,121
