transcript bin.x coverage.x strand.x gene.x cigar.x MD.x NM.x bin.y coverage.y strand.y gene.y cigar.y MD.y NM.y
augustus_masked-168019004-processed-gene-0.3-mRNA-1 myseq6000.fa.r112 0.99 16 4164668 507M MD:Z:36T4T167C297 NM:i:3 cdhit-output-4_13.iteration.1 0.99 0 3909518 507M MD:Z:297G167A4A36 NM:i:3
augustus_masked-168021552-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 0 9245259 462M MD:Z:33A418T9 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 3291461 462M MD:Z:452T9 NM:i:1
augustus_masked-168023958-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 16 6842551 2778M MD:Z:822A363A1591 NM:i:2 cdhit-output-4_13.iteration.1 0.99 0 3873821 2778M MD:Z:108A1482T984T35G165 NM:i:4
augustus_masked-168024329-processed-gene-0.8-mRNA-1 myseq6000.fa.r112 0.99 16 6812492 3156M MD:Z:14G129C35G4C1374T723C619A207TT42 NM:i:9 cdhit-output-4_14.iteration.1 0.99 0 3011866 3156M MD:Z:20T21AA20T186T619G122G600A1374G4C35G129C14 NM:i:12
augustus_masked-168024456-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 16 7638689 607M MD:Z:607 NM:i:0 cdhit-output-4_18.iteration.1 0.99 0 3751306 607M MD:Z:607 NM:i:0
augustus_masked-168026261-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 16 9299178 387M MD:Z:28G2A42C21G80GAC7G19T179 NM:i:9 cdhit-output-4_15.iteration.1 0.99 0 725023 387M MD:Z:199C1A5GTC80C96 NM:i:6
augustus_masked-168027072-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 16 7694160 345M MD:Z:266C78 NM:i:1 cdhit-output-4_18.iteration.1 0.99 16 3677992 345M MD:Z:266C78 NM:i:1
augustus_masked-168027783-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9131397 1095M MD:Z:6GA205T34T544A1A293A5 NM:i:7 cdhit-output-4_16.iteration.1 0.99 0 3062800 1095M MD:Z:793A1A293A5 NM:i:3
augustus_masked-168038738-processed-gene-0.14-mRNA-1 myseq6000.fa.r112 0.99 16 6838008 2445M MD:Z:210G23C443A1732C33 NM:i:4 cdhit-output-4_13.iteration.1 0.99 16 3957859 2445M MD:Z:210G23C443A1732C33 NM:i:4
augustus_masked-168041425-processed-gene-0.4-mRNA-1 myseq3000.fa.r112 0.99 16 9297353 1349M MD:Z:420G465T439A22 NM:i:3 cdhit-output-4_11.iteration.1 0.99 0 3288428 1349M MD:Z:22T905C420 NM:i:2
augustus_masked-168048797-processed-gene-0.3-mRNA-1 myseq6000.fa.r112 0.99 0 6792337 2094M MD:Z:137T152T202T210T121C67G32C308G144C69G44T597 NM:i:11 cdhit-output-4_14.iteration.1 0.99 0 2954380 2094M MD:Z:290T202T210T121C67G32C308G144C69G44T597 NM:i:10
augustus_masked-168050235-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7751387 2193M MD:Z:582G852C49N167A91T30C73C53C288 NM:i:8 cdhit-output-4_13.iteration.4 0.99 16 2297287 2193M MD:Z:337G244G619N101N130C49N167A91T30C73C53C237G6G43 NM:i:13
augustus_masked-168053619-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 0 7165826 3015M MD:Z:71G6C223T302G163C54G11A155C14G11C380T327G35G404G679C165 NM:i:15 cdhit-output-4_8.iteration.1 0.99 16 4560141 3015M MD:Z:374A12G457C404C363A380G11C41A128T14C51G163C77C309T48G89G1C4C71 NM:i:18
augustus_masked-168053689-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7141172 1464M MD:Z:1464 NM:i:0 cdhit-output-4_8.iteration.1 0.99 0 4560084 1464M MD:Z:1464 NM:i:0
augustus_masked-168060398-processed-gene-0.15-mRNA-1 myseq9000.fa.r112 0.99 16 9301506 1500M MD:Z:42C179C68T127T296G560C122T99 NM:i:7 cdhit-output-4_16.iteration.2 0.99 16 4044096 1500M MD:Z:42C179C68T127T296G306A106T57A7G11T191T99 NM:i:11
augustus_masked-168063138-processed-gene-0.6-mRNA-1 myseq12000.fa.r112 0.99 0 7750155 549M MD:Z:33C17G14A482 NM:i:3 cdhit-output-4_17.iteration.1 0.99 0 3052475 549M MD:Z:33C17G14A482 NM:i:3
augustus_masked-168065758-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 6112417 2058M MD:Z:225C353C10C33G1433 NM:i:4 cdhit-output-4_10.iteration.1 0.99 16 2915378 2058M MD:Z:225C353C10C33G1433 NM:i:4
augustus_masked-168073632-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7743479 432M MD:Z:8C75T58T35A11TG9C7A1C44T11C6T25A7T47G34C8T29 NM:i:17 cdhit-output-4_17.iteration.1 0.99 16 3052230 432M MD:Z:432 NM:i:0
augustus_masked-168076689-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9301774 1923M MD:Z:194T141C637T14C330G26A43T342T188 NM:i:8 cdhit-output-4_15.iteration.1 0.99 0 3575800 1923M MD:Z:188A342A43T26C330G14A637G141A194 NM:i:8
augustus_masked-168085162-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 0 6461742 3189M MD:Z:6C73A54G202A304T260G210A51T635C349T29G1005 NM:i:11 cdhit-output-4_13.iteration.1 0.99 16 3870933 3189M MD:Z:1005C29A349G635A262C260A304T202C54T73G6 NM:i:10
augustus_masked-168086040-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 16 9179357 2397M MD:Z:17T41A762A431C230T121C249GT282C90A95T21C46 NM:i:12 cdhit-output-4_13.iteration.1 0.99 0 3957443 2397M MD:Z:46G21A95T90G282AC249G121A230G431T762T41A17 NM:i:12
augustus_masked-168086386-processed-gene-0.4-mRNA-1 myseq12000.fa.r112 0.99 0 7737289 1227M MD:Z:222T247T7A477A270 NM:i:4 cdhit-output-4_14.iteration.1 0.99 16 3011375 1227M MD:Z:49G698T7A247A222 NM:i:4
augustus_masked-168088796-processed-gene-0.5-mRNA-1 myseq9000.fa.r112 0.99 0 9265368 312M MD:Z:312 NM:i:0 cdhit-output-4_14.iteration.1 0.99 0 2948913 312M MD:Z:80T231 NM:i:1
augustus_masked-168089468-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9251330 1461M MD:Z:149T1A43G14G27T58C5G25C11A35A621T319G141 NM:i:12 cdhit-output-4_9.iteration.1 0.99 0 3260726 1461M MD:Z:141C319A137G21T53C407T35T11G25C5G58A27C14C43T1A149 NM:i:15
augustus_masked-168100658-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9175298 1974M MD:Z:119T599C147C311A32A172C28C13C96T55G392 NM:i:10 cdhit-output-4_15.iteration.1 0.99 0 3575830 1974M MD:Z:392C55A96G13G28G172T32T311G147G719 NM:i:9
augustus_masked-168101744-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6832357 1923M MD:Z:341T1554C26 NM:i:2 cdhit-output-4_13.iteration.1 0.99 16 3874240 1923M MD:Z:26G905C209A438A341 NM:i:4
augustus_masked-168102219-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 16 6780195 872M MD:Z:468CA1A103G296 NM:i:4 cdhit-output-4_14.iteration.1 0.99 0 2941231 872M MD:Z:296C103T1TG468 NM:i:4
augustus_masked-168105669-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 16 7627217 4647M MD:Z:860C333T14G134A770G70G313A37A37T37G17T555A42C101C21A39T40G143A139T40T433C30T92T21C49C255 NM:i:25 cdhit-output-4_9.iteration.1 0.99 0 3260543 4647M MD:Z:255G49G21A92A30G433A40A139T143C40A39T21G101G42T135A419A17C37A37T37T313C70C905C14A333G860 NM:i:25
augustus_masked-168106915-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 0 6846856 2424M MD:Z:665A722G203G86C119C62A561 NM:i:6 cdhit-output-4_13.iteration.1 0.99 16 3871069 2424M MD:Z:624G119G86C203C343T1044 NM:i:5
augustus_masked-168107337-processed-gene-0.2-mRNA-1 myseq3000.fa.r112 0.99 0 9237698 1677M MD:Z:365A1311 NM:i:1 cdhit-output-4_11.iteration.1 0.99 0 3213912 1677M MD:Z:65T299A1311 NM:i:2
augustus_masked-168108657-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9262150 846M MD:Z:408A31G405 NM:i:2 cdhit-output-4_11.iteration.1 0.99 0 3217522 846M MD:Z:440G405 NM:i:1
augustus_masked-168110632-processed-gene-0.0-mRNA-1 myseq0.fa.r112 0.99 16 7099556 3588M MD:Z:1147T136G107C1085G32A291T71T106T105C85A78A5T40T63G121C101 NM:i:15 cdhit-output-4_9.iteration.1 0.99 0 3261012 3588M MD:Z:101G121C104A84T24A60G105A106A71A1410G107C548A735 NM:i:12
augustus_masked-168113120-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 16 9255866 2532M MD:Z:144G683A559GT188A83A66C802 NM:i:7 cdhit-output-4_11.iteration.1 0.99 0 3214516 2532M MD:Z:575C377T189C559T683C144 NM:i:5
augustus_masked-168117171-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9290791 645M MD:Z:398G246 NM:i:1 cdhit-output-4_14.iteration.1 0.99 16 2943457 645M MD:Z:645 NM:i:0
augustus_masked-168117247-processed-gene-0.3-mRNA-1 myseq15000.fa.r112 0.99 0 8183152 2517M MD:Z:849T19A185A623A50C231A554 NM:i:6 cdhit-output-4_9.iteration.1 0.99 0 3260856 2517M MD:Z:849T19A185A623A50C231A554 NM:i:6
augustus_masked-168118944-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 7718560 675M MD:Z:152G131C239A30C89T22G6 NM:i:6 cdhit-output-4_17.iteration.1 0.99 0 3051847 675M MD:Z:152G131C239A30C89T22G6 NM:i:6
augustus_masked-168119776-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 0 4514584 843M MD:Z:27T71C76AT5C37G186T28C121A38A33T38A171 NM:i:12 cdhit-output-4_13.iteration.1 0.99 0 3957721 843M MD:Z:27T71C76AT5C37G186T28C121A38A33T38A171 NM:i:12
augustus_masked-168123280-processed-gene-0.4-mRNA-1 myseq9000.fa.r112 0.99 16 9202700 2511M MD:Z:27T68A50A182C731A74C88T125G684G473 NM:i:9 cdhit-output-4_12.iteration.1 0.99 16 3365014 2511M MD:Z:330C1021G389C294G473 NM:i:4
augustus_masked-168124981-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9294259 2265M MD:Z:368G37T1T29A65T3C101A226T840A586 NM:i:9 cdhit-output-4_11.iteration.1 0.99 16 3288464 2265M MD:Z:368G37T1T29A65T3C101A226T840A586 NM:i:9
augustus_masked-168132471-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9297954 1248M MD:Z:95T224C193G40C27G75G27A113T65A184G53A100C5C14C19 NM:i:14 cdhit-output-4_11.iteration.2 0.99 0 3092870 1248M MD:Z:144T175C193G40C27G75G27A113T65A184G53A100C5C14C19 NM:i:14
augustus_masked-168134893-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9288741 1281M MD:Z:398C251G176G150G56A245 NM:i:5 cdhit-output-4_11.iteration.1 0.99 16 3218218 1281M MD:Z:398C417T10G37A4T107G56A245 NM:i:7
augustus_masked-168135719-processed-gene-0.7-mRNA-1 myseq9000.fa.r112 0.99 0 9219598 1905M MD:Z:687C814G119T282 NM:i:3 cdhit-output-4_16.iteration.1 0.99 16 3093460 1905M MD:Z:282A119C434G379G149A36C500 NM:i:6
augustus_masked-168137129-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 0 7144851 2445M MD:Z:209C44A52G174C134G170A8A507G203T4G51T47A439T20T38G10C56C18G152C7T49G32 NM:i:21 cdhit-output-4_9.iteration.1 0.99 0 3261010 2445M MD:Z:209C44A52G141T167G170A8A255T85C165G203T4G99A265G63A109T20T38G10C56C18G149T60G32 NM:i:23
augustus_masked-168137349-processed-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 16 7672804 699M MD:Z:80G14T216G12G373 NM:i:4 cdhit-output-4_9.iteration.1 0.99 16 3185027 699M MD:Z:80G14T603 NM:i:2
augustus_masked-168137910-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6803738 2757M MD:Z:237T165G735T119G6A122G92G75T3G42C40T1G43A13G58G3A33G75G172A362A74T119G146 NM:i:22 cdhit-output-4_13.iteration.1 0.99 0 3870223 2757M MD:Z:266A74T362T110G61C75C33T3C58C13T43C1A40G42C3A75C92C122T6C119A735C165A237 NM:i:22
augustus_masked-168139866-processed-gene-0.5-mRNA-1 myseq12000.fa.r112 0.99 0 7751654 336M MD:Z:336 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 3052578 336M MD:Z:336 NM:i:0
augustus_masked-168143171-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 0 9214621 2376M MD:Z:2167C208 NM:i:1 cdhit-output-4_11.iteration.1 0.99 0 3287725 2376M MD:Z:2376 NM:i:0
augustus_masked-168143196-processed-gene-0.12-mRNA-1 myseq9000.fa.r112 0.99 0 9137030 2433M MD:Z:27A187T43C17C15C26G254C47G371G68C71T77T89G1G132C29T86G92T2T326T119C333 NM:i:21 cdhit-output-4_13.iteration.1 0.99 0 3958234 2433M MD:Z:27A187T43C17C30T266C47G371G68C71T77T89G1G132C29T86G92T2T326T119C333 NM:i:20
augustus_masked-168143487-processed-gene-0.3-mRNA-1 myseq3000.fa.r112 0.99 0 9297423 972M MD:Z:140A40T113C43A25AA34T256G42G17A140G111 NM:i:11 cdhit-output-4_11.iteration.1 0.99 16 3288426 972M MD:Z:111C140T17C42C256A34TT25T43G113A40T140 NM:i:11
augustus_masked-168143935-processed-gene-0.9-mRNA-1 myseq9000.fa.r112 0.99 16 9167689 630M MD:Z:22T33C15T58T27C200A7C62G58G39G29A62C6 NM:i:12 cdhit-output-4_15.iteration.2 0.99 0 3639167 630M MD:Z:6G62T29C39C58C62G7T200G27A58A15G33A22 NM:i:12
augustus_masked-168144026-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9209889 2583M MD:Z:681A1611A227G1A59 NM:i:4 cdhit-output-4_10.iteration.1 0.99 16 2915661 2583M MD:Z:1901T23T3T8A112T108A132A289 NM:i:7
augustus_masked-168145299-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 0 9217578 850M MD:Z:377C236T59G139G35 NM:i:4 cdhit-output-4_10.iteration.1 0.99 16 2849972 850M MD:Z:35C436G377 NM:i:2
augustus_masked-168145768-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9235635 1860M MD:Z:39A182A170G106G132G184A464T129G446 NM:i:8 cdhit-output-4_15.iteration.1 0.99 16 3500653 1860M MD:Z:576A464T184C132C106C129TG49T172T39 NM:i:9
augustus_masked-168146477-processed-gene-0.1-mRNA-1 myseq6000.fa.r112 0.99 0 6847638 420M MD:Z:28G391 NM:i:1 cdhit-output-4_13.iteration.1 0.99 0 3874753 420M MD:Z:28G391 NM:i:1
augustus_masked-168150751-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 16 7090052 297M MD:Z:27C269 NM:i:1 cdhit-output-4_8.iteration.1 0.99 16 4458665 297M MD:Z:27C269 NM:i:1
augustus_masked-168153506-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 0 7707912 749M MD:Z:116A78C12A2G56G174A1A75T23T203 NM:i:9 cdhit-output-4_9.iteration.1 0.99 16 3260440 749M MD:Z:203A23A75T1T174C56C2T12G78T116 NM:i:9
augustus_masked-168156783-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 0 9138638 603M MD:Z:60A19A522 NM:i:2 cdhit-output-4_12.iteration.1 0.99 0 3364193 603M MD:Z:60A19A522 NM:i:2
augustus_masked-168156905-processed-gene-0.15-mRNA-1 myseq12000.fa.r112 0.99 0 7631515 2757M MD:Z:2757 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 3052452 2757M MD:Z:2757 NM:i:0
augustus_masked-168166395-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 0 6828067 1203M MD:Z:204C258G588T150 NM:i:3 cdhit-output-4_8.iteration.1 0.99 0 4559546 1203M MD:Z:204C258G588T150 NM:i:3
augustus_masked-168171829-processed-gene-0.1-mRNA-1 myseq0.fa.r112 0.99 16 7019118 1260M MD:Z:285T38C399A535 NM:i:3 cdhit-output-4_9.iteration.1 0.99 16 3184327 1260M MD:Z:285T38C399A535 NM:i:3
augustus_masked-168174206-processed-gene-0.5-mRNA-1 myseq3000.fa.r112 0.99 16 9294386 414M MD:Z:414 NM:i:0 cdhit-output-4_11.iteration.1 0.99 0 3218336 414M MD:Z:414 NM:i:0
augustus_masked-168174636-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9132109 1530M MD:Z:137T312A141C362T45C528 NM:i:5 cdhit-output-4_10.iteration.1 0.99 0 2914654 1530M MD:Z:450A141C362T45C528 NM:i:4
augustus_masked-168182673-processed-gene-0.4-mRNA-1 myseq6000.fa.r112 0.99 16 5836369 279M MD:Z:8C21AG46A22A10G98C67 NM:i:7 cdhit-output-4_14.iteration.1 0.99 16 3011685 279M MD:Z:279 NM:i:0
augustus_masked-168182674-processed-gene-0.3-mRNA-1 myseq9000.fa.r112 0.99 0 9244018 1920M MD:Z:358T156C115A123T151G454T313T122G120 NM:i:8 cdhit-output-4_15.iteration.1 0.99 0 3495802 1920M MD:Z:358T156C115A123T151G454T313T122G120 NM:i:8
augustus_masked-168182957-processed-gene-0.12-mRNA-1 myseq6000.fa.r112 0.99 16 6762778 324M MD:Z:324 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 2940411 324M MD:Z:324 NM:i:0
augustus_masked-168183397-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 16 9288158 870M MD:Z:329G540 NM:i:1 cdhit-output-4_14.iteration.1 0.99 0 3011718 870M MD:Z:540C329 NM:i:1
augustus_masked-168183575-processed-gene-0.30-mRNA-1 myseq6000.fa.r112 0.99 0 6849485 2436M MD:Z:16A20C34C33C73A56C44A114C3C5A30A55A30C115G17A172A30G69A113A373T3G53T1C26T1C195C101G88G24T111T33T9C67A27G146C114 NM:i:35 cdhit-output-4_12.iteration.1 0.99 0 3365207 2436M MD:Z:16A20C34C33C6T25G97C44A114C3C5A30A55A30C115G17A172A30G69A113A373T3G53T1C26T1C195C101G88G24T111T33T9C67A27G146C114 NM:i:36
augustus_masked-168183743-processed-gene-0.3-mRNA-1 myseq12000.fa.r112 0.99 0 7751587 2406M MD:Z:47C124G298A52A44C8T200G23T86A413T419T12T301T17G107G240 NM:i:15 cdhit-output-4_17.iteration.1 0.99 16 3052419 2406M MD:Z:240C107C17A301A12A833T86A23C200A8G44T52T298C124G47 NM:i:14
augustus_masked-168183743-processed-gene-0.8-mRNA-1 myseq12000.fa.r112 0.99 0 7698201 2151M MD:Z:263T1115T771 NM:i:2 cdhit-output-4_16.iteration.1 0.99 16 3093370 2151M MD:Z:771A1291A87 NM:i:2
augustus_masked-168184283-processed-gene-0.10-mRNA-1 myseq9000.fa.r112 0.99 16 9300691 1920M MD:Z:384G110A2C41C59C164T26A71G134A104G8C188C44A3C43A107C107G23C65C45G35C18A69C47 NM:i:23 cdhit-output-4_15.iteration.1 0.99 0 3576163 1920M MD:Z:218G65G170G22A45T92G17A170G8C104T134C71T56C134G59G41G2T110C384 NM:i:18
augustus_masked-168184286-processed-gene-0.5-mRNA-1 myseq9000.fa.r112 0.99 16 9171803 2331M MD:Z:1029A1169G51G79 NM:i:3 cdhit-output-4_12.iteration.1 0.99 16 3289160 2331M MD:Z:578C1479T1C90G99G79 NM:i:5
augustus_masked-168184385-processed-gene-0.4-mRNA-1 myseq3000.fa.r112 0.99 16 9254377 1890M MD:Z:484T319A260T23G432A328C38 NM:i:6 cdhit-output-4_11.iteration.1 0.99 16 3288417 1890M MD:Z:1065T23G432A367 NM:i:3
augustus_masked-168184454-processed-gene-0.0-mRNA-1 myseq6000.fa.r112 0.99 16 6770501 1755M MD:Z:55C82G70A215T5C65G57C62C149C210A6G244A502C20 NM:i:13 cdhit-output-4_14.iteration.1 0.99 16 3011492 1755M MD:Z:55C42T39G70A215T5C65G57C62C149C210A6G184A59A502C20 NM:i:15
augustus_masked-168184570-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 0 9247553 486M MD:Z:28G142A18T1A210G68T13 NM:i:6 cdhit-output-4_14.iteration.1 0.99 0 3011456 486M MD:Z:28G142A18T1A210G68T13 NM:i:6
augustus_masked-168184623-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 0 9140108 1104M MD:Z:5T467A49G303G276 NM:i:4 cdhit-output-4_12.iteration.1 0.99 16 3364343 1104M MD:Z:276C303C49T467A5 NM:i:4
augustus_masked-168184829-processed-gene-0.0-mRNA-1 myseq12000.fa.r112 0.99 16 7654374 1419M MD:Z:1419 NM:i:0 cdhit-output-4_17.iteration.1 0.99 16 2984533 1419M MD:Z:1419 NM:i:0
augustus_masked-168184832-processed-gene-0.1-mRNA-1 myseq9000.fa.r112 0.99 0 9301127 447M MD:Z:447 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 2939401 447M MD:Z:447 NM:i:0
augustus_masked-168184992-processed-gene-0.7-mRNA-1 myseq9000.fa.r112 0.99 0 9173347 1401M MD:Z:443T114T292C77G471 NM:i:4 cdhit-output-4_15.iteration.1 0.99 0 3575995 1401M MD:Z:326C95T135T370G471 NM:i:4
augustus_masked-168185102-processed-gene-0.22-mRNA-1 myseq3000.fa.r112 0.99 0 9300607 405M MD:Z:160T121G81T40 NM:i:3 cdhit-output-4_12.iteration.3 0.99 0 3462581 405M MD:Z:160T121G81T40 NM:i:3
augustus_masked-168185204-processed-gene-0.2-mRNA-1 myseq9000.fa.r112 0.99 16 9263848 390M MD:Z:232C28C41G16C13C55 NM:i:5 cdhit-output-4_15.iteration.1 0.99 0 3541592 390M MD:Z:55G13G16C41G28G232 NM:i:5
augustus_masked-168185285-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 0 7655327 228M MD:Z:130T68C28 NM:i:2 cdhit-output-4_11.iteration.4 0.99 0 2346618 228M MD:Z:130T68C28 NM:i:2
augustus_masked-168185292-processed-gene-0.0-mRNA-1 myseq3000.fa.r112 0.99 16 9193217 1008M MD:Z:586T421 NM:i:1 cdhit-output-4_11.iteration.1 0.99 0 3287761 1008M MD:Z:1008 NM:i:0
augustus_masked-168185686-processed-gene-0.1-mRNA-1 myseq12000.fa.r112 0.99 0 5072869 327M MD:Z:12A5C16G2TG13T4T268 NM:i:7 cdhit-output-4_18.iteration.1 0.99 16 3728982 327M MD:Z:268A4A13CA2C16G5T12 NM:i:7
augustus_masked-168185856-processed-gene-0.13-mRNA-1 myseq0.fa.r112 0.99 16 414389 975M MD:Z:342T632 NM:i:1 cdhit-output-4_9.iteration.1 0.99 16 3260787 975M MD:Z:342T632 NM:i:1
augustus_masked-168185863-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9139403 1623M MD:Z:557G534A252T30A92T153 NM:i:5 cdhit-output-4_14.iteration.1 0.99 16 2940695 1623M MD:Z:530T534C557 NM:i:2
augustus_masked-168186062-processed-gene-0.2-mRNA-1 myseq12000.fa.r112 0.99 0 4905923 366M MD:Z:255C52G57 NM:i:2 cdhit-output-4_17.iteration.1 0.99 16 3052595 366M MD:Z:57C52G255 NM:i:2
augustus_masked-168186093-processed-gene-0.30-mRNA-1 myseq0.fa.r112 0.99 16 7129346 654M MD:Z:98C214G340 NM:i:2 cdhit-output-4_10.iteration.1 0.99 16 2848413 654M MD:Z:98C214G340 NM:i:2
augustus_masked-168186181-processed-gene-0.8-mRNA-1 myseq3000.fa.r112 0.99 0 9300472 1119M MD:Z:755A190A172 NM:i:2 cdhit-output-4_10.iteration.1 0.99 0 2914925 1119M MD:Z:755A363 NM:i:1
augustus_masked-168186603-processed-gene-0.2-mRNA-1 myseq0.fa.r112 0.99 16 7169055 1323M MD:Z:215T560G42T5GT249A105A11G66C61 NM:i:9 cdhit-output-4_9.iteration.1 0.99 0 3260162 1323M MD:Z:61G66C11T105T249AC5A42C560A215 NM:i:9
augustus_masked-168186690-processed-gene-0.8-mRNA-1 myseq3000.fa.r112 0.99 16 9292491 339M MD:Z:48T5T34C2T42T72C41A33T54 NM:i:8 cdhit-output-4_10.iteration.1 0.99 0 2914691 339M MD:Z:339 NM:i:0
augustus_masked-168186752-processed-gene-0.10-mRNA-1 myseq12000.fa.r112 0.99 16 7749627 639M MD:Z:250C9A297T35G44 NM:i:4 cdhit-output-4_13.iteration.2 0.99 0 4336834 639M MD:Z:131C246T9G250 NM:i:3
augustus_masked-168186752-processed-gene-0.12-mRNA-1 myseq9000.fa.r112 0.99 16 9298012 381M MD:Z:381 NM:i:0 cdhit-output-4_15.iteration.1 0.99 0 3575412 381M MD:Z:33G2AG269G73 NM:i:4
augustus_masked-168186752-processed-gene-0.17-mRNA-1 myseq6000.fa.r112 0.99 0 6846768 354M MD:Z:354 NM:i:0 cdhit-output-4_13.iteration.1 0.99 16 3957253 354M MD:Z:354 NM:i:0
augustus_masked-168187337-processed-gene-1.4-mRNA-1 myseq6000.fa.r112 0.99 0 6740278 1995M MD:Z:350T282A1361 NM:i:2 cdhit-output-4_13.iteration.1 0.99 0 3957796 1995M MD:Z:350T282A1361 NM:i:2
augustus_masked-168187443-processed-gene-0.2-mRNA-1 myseq6000.fa.r112 0.99 0 5110852 387M MD:Z:285T72C6G21 NM:i:3 cdhit-output-4_14.iteration.1 0.99 0 3011365 387M MD:Z:285T10T61C6G21 NM:i:4
augustus_masked-168187591-processed-gene-0.1-mRNA-1 myseq3000.fa.r112 0.99 16 9300332 4350M MD:Z:454G200A344C1015C76C74A684G745T750 NM:i:8 cdhit-output-4_11.iteration.1 0.99 0 3237193 4350M MD:Z:750A745C442C241T74G1092G545C454 NM:i:7
augustus_masked-168187783-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 0 9248297 480M MD:Z:480 NM:i:0 cdhit-output-4_14.iteration.1 0.99 16 2939673 480M MD:Z:480 NM:i:0
augustus_masked-168188278-processed-gene-0.7-mRNA-1 myseq12000.fa.r112 0.99 0 5810190 843M MD:Z:727T115 NM:i:1 cdhit-output-4_17.iteration.1 0.99 0 3052192 843M MD:Z:727T115 NM:i:1
augustus_masked-168188610-processed-gene-0.6-mRNA-1 myseq6000.fa.r112 0.99 0 6785936 312M MD:Z:42A85G183 NM:i:2 cdhit-output-4_13.iteration.1 0.99 16 3957219 312M MD:Z:312 NM:i:0
augustus_masked-168188637-processed-gene-0.6-mRNA-1 myseq3000.fa.r112 0.99 16 9262497 1917M MD:Z:1022A20C6A292T87T219A265 NM:i:6 cdhit-output-4_11.iteration.1 0.99 16 3287869 1917M MD:Z:1022A20C6A292T87T485 NM:i:5
augustus_masked-168188711-processed-gene-0.6-mRNA-1 myseq12000.fa.r112 0.99 16 7636431 870M MD:Z:870 NM:i:0 cdhit-output-4_17.iteration.1 0.99 0 2982263 870M MD:Z:870 NM:i:0
augustus_masked-168188745-processed-gene-0.0-mRNA-1 myseq9000.fa.r112 0.99 16 9264434 798M MD:Z:798 NM:i:0 cdhit-output-4_15.iteration.1 0.99 16 3516884 798M MD:Z:608A28A160 NM:i:2
