bin coverage transcript strand gene cigar MD NM
myseq12000.fa.r112 0.99 augustus_masked-168569565-processed-gene-0.12-mRNA-1 16 7747693 1899M MD:Z:279A1346G74C56T123C16 NM:i:5
myseq6000.fa.r112 0.99 augustus_masked-168569476-processed-gene-0.11-mRNA-1 0 6837252 2493M MD:Z:73G303C53A190A56T4C1168G6A107G121G365A36 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-168569170-processed-gene-0.23-mRNA-1 16 7746245 351M MD:Z:42G22T285 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168569156-processed-gene-2.2-mRNA-1 0 6786194 2136M MD:Z:1777T358 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168568560-processed-gene-0.2-mRNA-1 0 7590476 1140M MD:Z:125C71A215C2C56T293A169G22T179 NM:i:8
myseq0.fa.r112 0.99 augustus_masked-168568547-processed-gene-1.13-mRNA-1 16 7081516 621M MD:Z:338C110G171 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168568337-processed-gene-1.48-mRNA-1 0 7150105 1452M MD:Z:1079C372 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168568256-processed-gene-0.1-mRNA-1 0 6743230 2520M MD:Z:1043G2G81G4T104A14A245T306G65G403A243 NM:i:10
myseq9000.fa.r112 0.99 augustus_masked-168568252-processed-gene-0.4-mRNA-1 16 9251249 1158M MD:Z:531A143G104A11C150G22T30C118T41 NM:i:8
myseq3000.fa.r112 0.99 augustus_masked-168568028-processed-gene-0.4-mRNA-1 16 9299262 1704M MD:Z:8G435C8A92C109A63A665A143A173 NM:i:8
myseq12000.fa.r112 0.99 augustus_masked-168567500-processed-gene-0.15-mRNA-1 0 2044078 402M MD:Z:31T194G98A76 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168567252-processed-gene-0.7-mRNA-1 0 6779097 318M MD:Z:45A62A209 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168566980-processed-gene-0.14-mRNA-1 0 6228475 249M MD:Z:249 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168566824-processed-gene-0.6-mRNA-1 0 9297635 2157M MD:Z:11T183A80A79A30C7C179C140G28C349G133G39G73C188T454CA72T95 NM:i:17
myseq3000.fa.r112 0.99 augustus_masked-168566655-processed-gene-0.5-mRNA-1 16 9256358 1842M MD:Z:444T38A1358 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168566431-processed-gene-0.12-mRNA-1 0 7749277 2562M MD:Z:267G519C129C67G528C38G35G808G64C98 NM:i:9
myseq12000.fa.r112 0.99 augustus_masked-168566066-processed-gene-0.4-mRNA-1 16 7620135 1854M MD:Z:323C250A55A1223 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-168566006-processed-gene-0.2-mRNA-1 0 1318884 417M MD:Z:41G64G28A12T268 NM:i:4
myseq0.fa.r112 0.99 augustus_masked-168565283-processed-gene-0.4-mRNA-1 16 5454734 1812M MD:Z:126G882G343G342C115 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-168564862-processed-gene-0.12-mRNA-1 0 7727125 669M MD:Z:669 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168564311-processed-gene-0.9-mRNA-1 16 9297879 2554M MD:Z:19G42C24T14C22T29G9C51T95G50T26A89T80T231A8T45C57T68A150C737A71T93G434T42C25A18 NM:i:25
myseq9000.fa.r112 0.99 augustus_masked-168564037-processed-gene-0.4-mRNA-1 16 9204771 432M MD:Z:187C13G230 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168563455-processed-gene-1.52-mRNA-1 0 7696933 1026M MD:Z:124G901 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168563105-processed-gene-0.1-mRNA-1 0 7698726 1833M MD:Z:506C113T287C317G606 NM:i:4
myseq6000.fa.r112 0.99 augustus_masked-168562854-processed-gene-0.6-mRNA-1 0 6848131 468M MD:Z:195T272 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168562697-processed-gene-0.3-mRNA-1 16 7131083 1410M MD:Z:1021T388 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168562696-processed-gene-0.11-mRNA-1 0 7162682 324M MD:Z:24T91T207 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168562552-processed-gene-1.36-mRNA-1 16 9298502 483M MD:Z:361A35C43C35A5 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-168562064-processed-gene-0.17-mRNA-1 0 9173523 1737M MD:Z:1003G31T143A161T321A73 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-168561889-processed-gene-0.10-mRNA-1 16 9299706 2076M MD:Z:20G39T52C78A58G12T29A14A7G245A567G374T268G39T31T69T23GT19G7G105 NM:i:20
myseq0.fa.r112 0.99 augustus_masked-168561869-processed-gene-1.58-mRNA-1 0 7168505 1087M MD:Z:1044G42 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168561855-processed-gene-0.15-mRNA-1 16 7623209 1410M MD:Z:42G17A20G371A299G506G22A2C36C86 NM:i:9
myseq9000.fa.r112 0.99 augustus_masked-168561832-processed-gene-0.10-mRNA-1 0 9172892 552M MD:Z:552 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168561814-processed-gene-0.4-mRNA-1 0 9249062 1161M MD:Z:455C158A152G6C91A294 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-168561696-processed-gene-0.7-mRNA-1 16 7598016 498M MD:Z:164T168G36C53G73 NM:i:4
myseq3000.fa.r112 0.99 augustus_masked-168561517-processed-gene-0.6-mRNA-1 0 9222402 498M MD:Z:308A189 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168561396-processed-gene-0.0-mRNA-1 16 9297840 2475M MD:Z:971T31C46A90T13A322G180G17A50T417A302T16G8 NM:i:12
myseq3000.fa.r112 0.99 augustus_masked-168560011-processed-gene-0.3-mRNA-1 16 9298406 1680M MD:Z:74A239T14G174T68T53T193A13C49T85C3A81A18G7T153T84G177T7A55A6G22T9A46T11C5A9 NM:i:25
myseq12000.fa.r112 0.99 augustus_masked-168559742-processed-gene-0.12-mRNA-1 0 7748712 750M MD:Z:407T22C5C24A177A110 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-168559654-processed-gene-0.3-mRNA-1 16 7747774 906M MD:Z:18G15G127C241G39T73T191A26C54C2C61C48 NM:i:11
myseq6000.fa.r112 0.99 augustus_masked-168558074-processed-gene-0.7-mRNA-1 16 6777597 1035M MD:Z:647T152A24G74G34G59T39 NM:i:6
myseq3000.fa.r112 0.99 augustus_masked-168557446-processed-gene-1.12-mRNA-1 16 9217943 1791M MD:Z:1017A773 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168557392-processed-gene-0.5-mRNA-1 0 9173174 2115M MD:Z:431G68G164G6A114C2T56G348C57A259G600 NM:i:10
myseq3000.fa.r112 0.99 augustus_masked-168557224-processed-gene-0.4-mRNA-1 16 9299979 2475M MD:Z:456G318C39A25A33A63A44A625C57G28T34T143G73A283C57T35C68G49A11C15 NM:i:19
myseq3000.fa.r112 0.99 augustus_masked-168556975-processed-gene-0.7-mRNA-1 0 9236838 909M MD:Z:326C323T258 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168556839-processed-gene-0.17-mRNA-1 0 7165664 432M MD:Z:432 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168556492-processed-gene-0.4-mRNA-1 16 6444647 1833M MD:Z:1769G63 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168556463-processed-gene-0.3-mRNA-1 16 9138658 324M MD:Z:71C128T123 NM:i:2
myseq9000.fa.r112 0.99 augustus_masked-168556365-processed-gene-0.5-mRNA-1 0 9283608 423M MD:Z:318A104 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168556193-processed-gene-0.1-mRNA-1 16 9134499 2082M MD:Z:123G58G58A31G152T324G883T396A49 NM:i:8
myseq9000.fa.r112 0.99 augustus_masked-168554668-processed-gene-0.2-mRNA-1 0 9299833 2379M MD:Z:212A977C741G211C98C135 NM:i:5
myseq9000.fa.r112 0.99 augustus_masked-168554234-processed-gene-0.3-mRNA-1 0 9301307 681M MD:Z:227G112C116G49A103A42A26 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-168553894-processed-gene-0.2-mRNA-1 0 7630626 1707M MD:Z:6G246G36A59G50C71C314T400T28C61C83T131C210 NM:i:12
myseq12000.fa.r112 0.99 augustus_masked-168553891-processed-gene-0.2-mRNA-1 0 7689962 2133M MD:Z:183A67C79G310G70A359A482T466G109 NM:i:8
myseq12000.fa.r112 0.99 augustus_masked-168553413-processed-gene-0.15-mRNA-1 16 7749749 1554M MD:Z:80A135A574G516A128T58C57 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-168553106-processed-gene-1.36-mRNA-1 0 7596277 1890M MD:Z:12G487T108C65T758C3G58G131A260 NM:i:8
myseq9000.fa.r112 0.99 augustus_masked-168552999-processed-gene-0.2-mRNA-1 0 9304062 978M MD:Z:179C260T105T152T49A182C45 NM:i:6
myseq12000.fa.r112 0.99 augustus_masked-168552895-processed-gene-0.4-mRNA-1 0 7732319 1044M MD:Z:144G32G276G29G83G48G185G240 NM:i:7
myseq0.fa.r112 0.99 augustus_masked-168552098-processed-gene-0.1-mRNA-1 16 6889474 2586M MD:Z:233A165G171G47A746T258A506C111C85G161T4GT51G4G30 NM:i:14
myseq12000.fa.r112 0.99 augustus_masked-168552098-processed-gene-0.12-mRNA-1 0 7665967 3285M MD:Z:7T90T9T115C101G260C122A248T146T344T1481C284C41G24 NM:i:13
myseq0.fa.r112 0.99 augustus_masked-168552037-processed-gene-0.32-mRNA-1 16 7150084 2376M MD:Z:1932C443 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168551672-processed-gene-0.0-mRNA-1 16 9206708 2241M MD:Z:1211A212G220A595 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168551611-processed-gene-0.17-mRNA-1 16 590547 381M MD:Z:15A365 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168551487-processed-gene-0.17-mRNA-1 16 402449 1257M MD:Z:378C878 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168551206-processed-gene-0.5-mRNA-1 16 9299394 1668M MD:Z:1265C402 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168551064-processed-gene-0.5-mRNA-1 0 7597979 345M MD:Z:235A109 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168550602-processed-gene-0.13-mRNA-1 0 7166635 306M MD:Z:306 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168550499-processed-gene-0.3-mRNA-1 0 9272137 1386M MD:Z:6A191G475C101G318T247CTT40 NM:i:8
myseq9000.fa.r112 0.99 augustus_masked-168550444-processed-gene-0.7-mRNA-1 0 9287064 1065M MD:Z:569G71T423 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168550444-processed-gene-0.12-mRNA-1 16 7698131 339M MD:Z:231G107 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168550411-processed-gene-0.4-mRNA-1 16 7081757 465M MD:Z:7G29A40A2A19G363 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-168550377-processed-gene-0.0-mRNA-1 16 9299484 2052M MD:Z:983A347C405A130T183 NM:i:4
myseq3000.fa.r112 0.99 augustus_masked-168550332-processed-gene-0.4-mRNA-1 16 9269050 1455M MD:Z:19G5C90A137A228C256A40A42G13G616 NM:i:9
myseq0.fa.r112 0.99 augustus_masked-168550135-processed-gene-0.10-mRNA-1 0 7116988 1404M MD:Z:521C882 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168550088-processed-gene-0.7-mRNA-1 0 6739071 483M MD:Z:278G204 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168550084-processed-gene-0.12-mRNA-1 16 9260235 2634M MD:Z:204A185C559C122C7T34T290A23G208A231A47A349C6A356 NM:i:13
myseq6000.fa.r112 0.99 augustus_masked-168549897-processed-gene-0.5-mRNA-1 16 6825504 2442M MD:Z:661A363T1176G239 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168549881-processed-gene-0.4-mRNA-1 16 6712803 2268M MD:Z:204G614G119G593A160T331C168C72 NM:i:7
myseq6000.fa.r112 0.99 augustus_masked-168549679-processed-gene-1.27-mRNA-1 16 6833338 312M MD:Z:36G20TG25A181G18C26 NM:i:6
myseq0.fa.r112 0.99 augustus_masked-168549560-processed-gene-0.15-mRNA-1 0 7111391 414M MD:Z:107A306 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168549370-processed-gene-0.0-mRNA-1 0 9143476 387M MD:Z:186A2A10A50A32C102 NM:i:5
myseq6000.fa.r112 0.99 augustus_masked-168549347-processed-gene-0.1-mRNA-1 0 6797921 663M MD:Z:663 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168549312-processed-gene-0.13-mRNA-1 0 7751013 3156M MD:Z:761T299G1341T178G50C30G9GC5C474 NM:i:9
myseq6000.fa.r112 0.99 augustus_masked-168549252-processed-gene-0.12-mRNA-1 0 6753731 2604M MD:Z:101C32A13G78T5C45A160C277C57G14G101TG159T35C161A258A80A9G302T134G53G62C306A139 NM:i:23
myseq12000.fa.r112 0.99 augustus_masked-168549218-processed-gene-0.4-mRNA-1 16 7642781 1611M MD:Z:10A127T18A55A230C237A256C164G167T21A195A120 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-168549167-processed-gene-0.2-mRNA-1 16 7682668 645M MD:Z:16T10A82G137A2C37AA197T72A83 NM:i:9
myseq12000.fa.r112 0.99 augustus_masked-168549083-processed-gene-0.6-mRNA-1 0 7684634 1719M MD:Z:68C1034A179C370C64 NM:i:4
myseq6000.fa.r112 0.99 augustus_masked-168548990-processed-gene-0.1-mRNA-1 0 6702926 1974M MD:Z:73G91A27G29A5A363C101T89T404A47T71A595G67 NM:i:12
myseq12000.fa.r112 0.99 augustus_masked-168548983-processed-gene-0.4-mRNA-1 0 7678914 315M MD:Z:215C99 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168548975-processed-gene-0.0-mRNA-1 16 6760671 1986M MD:Z:231T67A57T233A379T172C136A20T532T75A32G41 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-168548930-processed-gene-0.3-mRNA-1 0 7665774 1326M MD:Z:281C65T14T137A85C56C93A47T114A103T36G284 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-168548800-processed-gene-0.3-mRNA-1 16 7628179 612M MD:Z:55C129C293C72G59 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-168548755-processed-gene-0.6-mRNA-1 0 7675802 768M MD:Z:768 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168548738-processed-gene-0.1-mRNA-1 0 7596901 3546M MD:Z:70C390T665C68G19T39A506A510A949G116C8T23A171 NM:i:12
myseq9000.fa.r112 0.99 augustus_masked-168548721-processed-gene-0.11-mRNA-1 0 9300003 876M MD:Z:876 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168548692-processed-gene-0.0-mRNA-1 0 9142201 1476M MD:Z:8T76C18T14C155A83A107G311T163T42G191G121T155G19 NM:i:13
myseq12000.fa.r112 0.99 augustus_masked-168548631-processed-gene-0.3-mRNA-1 0 7696821 1236M MD:Z:801C6A330C65G30 NM:i:4
myseq9000.fa.r112 0.99 augustus_masked-168548427-processed-gene-0.5-mRNA-1 16 8824028 618M MD:Z:192G53A312T21T36 NM:i:4
myseq6000.fa.r112 0.99 augustus_masked-168548427-processed-gene-0.0-mRNA-1 0 6746708 876M MD:Z:811C64 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168548366-processed-gene-0.1-mRNA-1 0 9289885 1533M MD:Z:357T1175 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168548247-processed-gene-0.4-mRNA-1 0 8518704 516M MD:Z:196C186G132 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168548204-processed-gene-0.8-mRNA-1 0 9234551 549M MD:Z:257A291 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168548128-processed-gene-0.0-mRNA-1 0 9299844 1122M MD:Z:209A75C836 NM:i:2
myseq3000.fa.r112 0.99 augustus_masked-168547957-processed-gene-0.6-mRNA-1 0 9134220 2037M MD:Z:2037 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168547957-processed-gene-0.3-mRNA-1 0 7124466 2004M MD:Z:167T1836 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168547929-processed-gene-0.1-mRNA-1 0 6750725 2088M MD:Z:2088 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168547633-processed-gene-0.21-mRNA-1 16 9300721 3816M MD:Z:378T832G930G440A528C283G170A50A104A6C54G15T14 NM:i:12
myseq6000.fa.r112 0.99 augustus_masked-168547450-processed-gene-0.2-mRNA-1 16 6798206 903M MD:Z:282G548G71 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168547387-processed-gene-0.3-mRNA-1 0 7056151 1749M MD:Z:134G356C1257 NM:i:2
myseq15000.fa.r112 0.99 augustus_masked-168547382-processed-gene-0.10-mRNA-1 16 7764706 735M MD:Z:735 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168547071-processed-gene-0.10-mRNA-1 16 7121509 834M MD:Z:363G258G211 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168547058-processed-gene-0.22-mRNA-1 0 6731409 345M MD:Z:253G91 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168546795-processed-gene-0.9-mRNA-1 16 7677793 450M MD:Z:450 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168546755-processed-gene-0.0-mRNA-1 16 7695662 1569M MD:Z:1569 NM:i:0
myseq9000.fa.r112 0.99 augustus_masked-168546630-processed-gene-0.9-mRNA-1 0 9298757 465M MD:Z:163AT130G169 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168545334-processed-gene-0.0-mRNA-1 0 6772893 900M MD:Z:159G204T55T4T119C8A185T101C57 NM:i:8
myseq0.fa.r112 0.99 augustus_masked-168545173-processed-gene-0.2-mRNA-1 0 7068907 333M MD:Z:266G23G42 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168544925-processed-gene-0.0-mRNA-1 0 7693447 2700M MD:Z:241G9G471A18G63C151GC254G9T333T32T7C904T119A44C30 NM:i:15
myseq3000.fa.r112 0.99 augustus_masked-168544675-processed-gene-0.1-mRNA-1 0 9175890 306M MD:Z:80G138A8A70T6 NM:i:4
myseq0.fa.r112 0.99 augustus_masked-168544285-processed-gene-0.5-mRNA-1 0 7020898 2670M MD:Z:24G15A32G194G33T5G19G24T8C176C40A12C12G190G515A880C3G389T81 NM:i:18
myseq12000.fa.r112 0.99 augustus_masked-168543219-processed-gene-0.9-mRNA-1 16 7632391 401M MD:Z:16A1T55C11T29A22C9C7T2C1C7C119C89C20 NM:i:13
myseq12000.fa.r112 0.99 augustus_masked-168542196-processed-gene-0.18-mRNA-1 0 7695861 2613M MD:Z:83G72A8A9A19G79C50C35T504T174C205C10A41C773C101G11C140A182G99 NM:i:18
myseq0.fa.r112 0.99 augustus_masked-168541554-processed-gene-0.5-mRNA-1 0 7019070 600M MD:Z:255C344 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168539576-processed-gene-0.8-mRNA-1 16 9143642 3027M MD:Z:264C233C541G103T91A108G250T188T197A80T185C392G143T23C84A8A71A49 NM:i:17
myseq12000.fa.r112 0.99 augustus_masked-168539576-processed-gene-0.7-mRNA-1 16 7729806 2109M MD:Z:424C973T21T688 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168536958-processed-gene-0.3-mRNA-1 0 7753824 1791M MD:Z:64T52G183A78C45A520C5T455C50C11G318 NM:i:10
myseq9000.fa.r112 0.99 augustus_masked-168536555-processed-gene-0.3-mRNA-1 16 9135883 2145M MD:Z:390G134G571T129T48A61A806 NM:i:6
myseq6000.fa.r112 0.99 augustus_masked-168536366-processed-gene-0.0-mRNA-1 0 6756782 702M MD:Z:702 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168536236-processed-gene-2.16-mRNA-1 16 2272967 231M MD:Z:143C87 NM:i:1
myseq6000.fa.r112 0.99 augustus_masked-168535750-processed-gene-0.1-mRNA-1 16 6754525 1056M MD:Z:500A480G74 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168534938-processed-gene-0.7-mRNA-1 0 6822872 552M MD:Z:166A41C26C241G41G20T1A9 NM:i:7
myseq0.fa.r112 0.99 augustus_masked-168534157-processed-gene-0.0-mRNA-1 0 7114344 2748M MD:Z:815G236G6A181A128T110C246GC558C164C25C268 NM:i:11
myseq12000.fa.r112 0.99 augustus_masked-168533952-processed-gene-0.1-mRNA-1 16 7588540 1617M MD:Z:180A131GT1303 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168533198-processed-gene-0.0-mRNA-1 0 7676165 1536M MD:Z:14C26T92T14A169G124A71G151C191A17A354G251A50 NM:i:12
myseq12000.fa.r112 0.99 augustus_masked-168532895-processed-gene-0.1-mRNA-1 0 7747977 411M MD:Z:23T195T56T73C60 NM:i:4
myseq12000.fa.r112 0.99 augustus_masked-168532185-processed-gene-0.1-mRNA-1 16 7672950 354M MD:Z:128C225 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168531852-processed-gene-0.2-mRNA-1 16 7748877 2541M MD:Z:128C233A84T647A318G38C81T1G10G47A78T85G20T56T13C54A40C177A9C70A35G53A81A8A19G12T109A8 NM:i:27
myseq9000.fa.r112 0.99 augustus_masked-168531322-processed-gene-0.9-mRNA-1 16 9292433 693M MD:Z:265G72A53TG2A29G11T1G7A53A1C31A27G27T14G28T7C6AC11GT27 NM:i:21
myseq0.fa.r112 0.99 augustus_masked-168531247-processed-gene-0.2-mRNA-1 16 7166325 384M MD:Z:384 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168530915-processed-gene-0.2-mRNA-1 16 7698042 795M MD:Z:120C296G17G38A58T261 NM:i:5
myseq12000.fa.r112 0.99 augustus_masked-168530869-processed-gene-0.10-mRNA-1 16 7751235 1143M MD:Z:1143 NM:i:0
myseq12000.fa.r112 0.99 augustus_masked-168530589-processed-gene-0.7-mRNA-1 0 5689866 420M MD:Z:420 NM:i:0
myseq3000.fa.r112 0.99 augustus_masked-168530246-processed-gene-0.1-mRNA-1 0 9186037 627M MD:Z:73A49A74A2A326G98 NM:i:5
myseq9000.fa.r112 0.99 augustus_masked-168530214-processed-gene-0.0-mRNA-1 0 9219027 2547M MD:Z:95T795G351C358C308A635 NM:i:5
myseq3000.fa.r112 0.99 augustus_masked-168529760-processed-gene-0.1-mRNA-1 16 9267963 1440M MD:Z:177G596T665 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168529421-processed-gene-0.1-mRNA-1 16 6846278 1707M MD:Z:198C467A163G30A110G23A35G489T184 NM:i:8
myseq6000.fa.r112 0.99 augustus_masked-168529293-processed-gene-0.7-mRNA-1 16 6775019 468M MD:Z:45G14A72G1A6A18G306 NM:i:6
myseq0.fa.r112 0.99 augustus_masked-168529293-processed-gene-0.0-mRNA-1 0 592270 3116M MD:Z:19A38T114G19C23T62G185C189A526G782T317C320C137T372 NM:i:13
myseq15000.fa.r112 0.99 augustus_masked-168527887-processed-gene-1.20-mRNA-1 16 7877566 342M MD:Z:271G10T59 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168527865-processed-gene-0.1-mRNA-1 0 7118922 1308M MD:Z:538C769 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168527607-processed-gene-0.4-mRNA-1 0 9221001 324M MD:Z:153T170 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168527607-processed-gene-0.2-mRNA-1 0 9258537 366M MD:Z:8T42A314 NM:i:2
myseq6000.fa.r112 0.99 augustus_masked-168527274-processed-gene-0.18-mRNA-1 0 6734516 321M MD:Z:49T144G6C1G117 NM:i:4
myseq6000.fa.r112 0.99 augustus_masked-168526778-processed-gene-0.4-mRNA-1 0 6849521 1698M MD:Z:18C217AA294C313C411T252G117A62T5 NM:i:9
myseq9000.fa.r112 0.99 augustus_masked-168526537-processed-gene-0.6-mRNA-1 0 9289652 378M MD:Z:99A85C49C142 NM:i:3
myseq0.fa.r112 0.99 augustus_masked-168526313-processed-gene-0.3-mRNA-1 16 7155992 1344M MD:Z:467C408A467 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168526189-processed-gene-0.1-mRNA-1 0 7091959 798M MD:Z:106G691 NM:i:1
myseq9000.fa.r112 0.99 augustus_masked-168525995-processed-gene-0.0-mRNA-1 16 9299498 312M MD:Z:296T15 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168525903-processed-gene-0.12-mRNA-1 16 7091130 1128M MD:Z:342G785 NM:i:1
myseq3000.fa.r112 0.99 augustus_masked-168525401-processed-gene-0.1-mRNA-1 0 6040022 1386M MD:Z:109A60G10C1204 NM:i:3
myseq12000.fa.r112 0.99 augustus_masked-168525296-processed-gene-0.5-mRNA-1 0 7669810 2757M MD:Z:2099A422G234 NM:i:2
myseq0.fa.r112 0.99 augustus_masked-168525141-processed-gene-0.0-mRNA-1 0 3065884 1185M MD:Z:1185 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168524451-processed-gene-0.2-mRNA-1 16 7155609 1962M MD:Z:532T334T268C36G200C73A34T125T285C8T57 NM:i:10
myseq3000.fa.r112 0.99 augustus_masked-168523478-processed-gene-0.1-mRNA-1 0 7262205 315M MD:Z:72T137T98G5 NM:i:3
myseq3000.fa.r112 0.99 augustus_masked-168522940-processed-gene-0.1-mRNA-1 0 8460944 2667M MD:Z:979C1086A600 NM:i:2
myseq12000.fa.r112 0.99 augustus_masked-168522938-processed-gene-0.6-mRNA-1 0 7692823 549M MD:Z:128T420 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168522838-processed-gene-0.18-mRNA-1 0 7091783 3195M MD:Z:1040A1226A388G538 NM:i:3
myseq6000.fa.r112 0.99 augustus_masked-168522838-processed-gene-0.15-mRNA-1 0 6767963 3212M MD:Z:978T162T1185T130A14T738 NM:i:5
myseq0.fa.r112 0.99 augustus_masked-168522793-processed-gene-0.10-mRNA-1 0 4695025 1473M MD:Z:1473 NM:i:0
myseq0.fa.r112 0.99 augustus_masked-168522460-processed-gene-0.0-mRNA-1 16 7061674 1023M MD:Z:1011G11 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168522187-processed-gene-0.1-mRNA-1 0 7084117 252M MD:Z:138G113 NM:i:1
myseq0.fa.r112 0.99 augustus_masked-168522012-processed-gene-0.10-mRNA-1 16 7165574 2235M MD:Z:273C215C585G150G15A180G62T136A14G148A114G138C2C73C108G7 NM:i:15
myseq9000.fa.r112 0.99 augustus_masked-168521368-processed-gene-0.6-mRNA-1 0 9296240 2223M MD:Z:9C49C413A269T56C258G49T512A278C321 NM:i:9
myseq3000.fa.r112 0.99 augustus_masked-168521368-processed-gene-0.1-mRNA-1 0 9299028 2247M MD:Z:26G78C342C221A240T41T59T81G60C91A223T146A454A172 NM:i:13
myseq12000.fa.r112 0.99 augustus_masked-168521342-processed-gene-0.4-mRNA-1 0 2660664 438M MD:Z:3A47C17A75C47G48C74T120 NM:i:7
myseq12000.fa.r112 0.99 augustus_masked-168521239-processed-gene-0.18-mRNA-1 0 6494669 576M MD:Z:125C57A66G109A178C36 NM:i:5
myseq0.fa.r112 0.99 augustus_masked-168521239-processed-gene-0.15-mRNA-1 0 5525299 420M MD:Z:343C76 NM:i:1
myseq12000.fa.r112 0.99 augustus_masked-168520968-processed-gene-0.2-mRNA-1 0 7752018 303M MD:Z:31T1G23C41G2T3T196 NM:i:6
